starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 28 20:15:46 2022	1651176946	7	14	21	12
Thu Apr 28 20:15:46 2022	1651176946	7	14	21	12
Thu Apr 28 20:15:46 2022	1651176946	7	14	21	12
Thu Apr 28 20:15:46 2022	1651176946	8	13	21	11
Thu Apr 28 20:15:46 2022	1651176946	7	14	21	13
Thu Apr 28 20:15:46 2022	1651176946	8	13	21	11
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	7	16	23	9
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	7	16	23	9
Thu Apr 28 20:15:46 2022	1651176946	9	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	14
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	16	23	9
Thu Apr 28 20:15:46 2022	1651176946	9	15	23	15
Thu Apr 28 20:15:46 2022	1651176946	8	16	23	9
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	17
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	17
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	17
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	18
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	17
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	17
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	17
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	18
Thu Apr 28 20:15:45 2022	1651176945	1	25	26	24
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	17
Thu Apr 28 20:15:45 2022	1651176945	8	18	26	18
