starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	13	17	13
Thu Apr 28 20:23:22 2022	1651177402	4	18	22	18
Thu Apr 28 20:23:22 2022	1651177402	4	18	22	18
Thu Apr 28 20:23:22 2022	1651177402	4	18	22	18
Thu Apr 28 20:23:22 2022	1651177402	4	18	22	18
Thu Apr 28 20:23:22 2022	1651177402	4	18	22	18
Thu Apr 28 20:23:22 2022	1651177402	4	18	22	18
Thu Apr 28 20:23:22 2022	1651177402	4	18	22	18
Thu Apr 28 20:23:22 2022	1651177402	4	19	23	18
Thu Apr 28 20:23:22 2022	1651177402	4	22	26	22
Thu Apr 28 20:23:22 2022	1651177402	4	22	26	22
Thu Apr 28 20:23:22 2022	1651177402	4	22	26	22
Thu Apr 28 20:23:22 2022	1651177402	4	22	26	22
Thu Apr 28 20:23:22 2022	1651177402	4	22	26	22
Thu Apr 28 20:23:22 2022	1651177402	4	23	26	22
Thu Apr 28 20:23:22 2022	1651177402	4	24	28	24
Thu Apr 28 20:23:22 2022	1651177402	4	26	30	26
Thu Apr 28 20:23:22 2022	1651177402	3	27	30	26
Thu Apr 28 20:23:22 2022	1651177402	3	27	30	27
Thu Apr 28 20:23:22 2022	1651177402	4	26	30	26
Thu Apr 28 20:23:22 2022	1651177402	4	27	30	27
Thu Apr 28 20:23:22 2022	1651177402	3	28	31	28
Thu Apr 28 20:23:22 2022	1651177402	3	28	31	28
Thu Apr 28 20:23:22 2022	1651177402	3	28	32	28
Thu Apr 28 20:23:22 2022	1651177402	3	28	32	28
Thu Apr 28 20:23:22 2022	1651177402	4	31	34	31
Thu Apr 28 20:23:22 2022	1651177402	3	31	35	31
Thu Apr 28 20:23:22 2022	1651177402	3	32	35	32
Thu Apr 28 20:23:22 2022	1651177402	3	32	35	32
Thu Apr 28 20:23:22 2022	1651177402	3	32	35	32
Thu Apr 28 20:23:22 2022	1651177402	3	32	35	32
Thu Apr 28 20:23:22 2022	1651177402	3	32	36	32
Thu Apr 28 20:23:22 2022	1651177402	3	33	36	33
Thu Apr 28 20:23:22 2022	1651177402	3	33	36	33
Thu Apr 28 20:23:22 2022	1651177402	3	35	38	35
Thu Apr 28 20:23:22 2022	1651177402	3	37	40	37
Thu Apr 28 20:23:22 2022	1651177402	3	37	40	36
Thu Apr 28 20:23:22 2022	1651177402	3	37	40	37
Thu Apr 28 20:23:22 2022	1651177402	3	38	41	38
Thu Apr 28 20:23:22 2022	1651177402	3	38	41	38
Thu Apr 28 20:23:22 2022	1651177402	3	38	41	38
Thu Apr 28 20:23:22 2022	1651177402	3	39	42	39
Thu Apr 28 20:23:22 2022	1651177402	3	40	43	40
Thu Apr 28 20:23:22 2022	1651177402	3	40	43	40
Thu Apr 28 20:23:22 2022	1651177402	3	41	44	41
Thu Apr 28 20:23:22 2022	1651177402	3	41	44	41
Thu Apr 28 20:23:22 2022	1651177402	3	43	46	43
Thu Apr 28 20:23:22 2022	1651177402	3	43	46	43
Thu Apr 28 20:23:22 2022	1651177402	3	43	46	43
Thu Apr 28 20:23:22 2022	1651177402	3	43	46	43
Thu Apr 28 20:23:22 2022	1651177402	2	44	46	44
Thu Apr 28 20:23:22 2022	1651177402	3	44	46	44
Thu Apr 28 20:23:22 2022	1651177402	3	44	46	44
Thu Apr 28 20:23:22 2022	1651177402	3	44	47	44
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	2	49	51	48
Thu Apr 28 20:23:22 2022	1651177402	1	51	52	51
Thu Apr 28 20:23:22 2022	1651177402	1	52	52	51
Thu Apr 28 20:23:22 2022	1651177402	2	50	53	50
Thu Apr 28 20:23:22 2022	1651177402	1	52	53	52
Thu Apr 28 20:23:22 2022	1651177402	1	52	53	52
Thu Apr 28 20:23:22 2022	1651177402	1	53	54	53
Thu Apr 28 20:23:22 2022	1651177402	1	53	54	53
Thu Apr 28 20:23:22 2022	1651177402	1	54	54	53
Thu Apr 28 20:23:22 2022	1651177402	1	54	54	53
Thu Apr 28 20:23:22 2022	1651177402	1	53	54	53
Thu Apr 28 20:23:22 2022	1651177402	1	54	54	54
Thu Apr 28 20:23:22 2022	1651177402	8	46	54	46
Thu Apr 28 20:23:22 2022	1651177402	1	54	54	54
Thu Apr 28 20:23:22 2022	1651177402	1	53	54	53
Thu Apr 28 20:23:22 2022	1651177402	1	54	54	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	54	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	8	47	55	47
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	54
Thu Apr 28 20:23:22 2022	1651177402	8	47	55	47
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	54	55	54
Thu Apr 28 20:23:22 2022	1651177402	1	55	55	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	8	48	56	48
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	0	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	2	54	56	54
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	2	54	56	54
Thu Apr 28 20:23:22 2022	1651177402	2	54	56	54
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	2	54	56	54
Thu Apr 28 20:23:22 2022	1651177402	1	56	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	56	56	55
Thu Apr 28 20:23:22 2022	1651177402	2	54	56	54
Thu Apr 28 20:23:22 2022	1651177402	1	56	56	55
Thu Apr 28 20:23:22 2022	1651177402	8	48	56	48
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	56	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	56	56	56
Thu Apr 28 20:23:22 2022	1651177402	6	50	56	50
Thu Apr 28 20:23:22 2022	1651177402	1	56	56	55
Thu Apr 28 20:23:22 2022	1651177402	6	50	56	50
Thu Apr 28 20:23:22 2022	1651177402	1	55	56	55
Thu Apr 28 20:23:22 2022	1651177402	1	56	56	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	2	54	57	54
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	8	49	57	49
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	56
Thu Apr 28 20:23:22 2022	1651177402	8	49	57	49
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	57
Thu Apr 28 20:23:22 2022	1651177402	6	51	57	51
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	57
Thu Apr 28 20:23:22 2022	1651177402	1	56	57	56
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	57	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	8	50	58	50
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	58	58	57
Thu Apr 28 20:23:22 2022	1651177402	6	52	58	52
Thu Apr 28 20:23:22 2022	1651177402	1	58	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	8	50	58	50
Thu Apr 28 20:23:22 2022	1651177402	1	58	58	58
Thu Apr 28 20:23:22 2022	1651177402	1	57	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	58	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	58	58	57
Thu Apr 28 20:23:22 2022	1651177402	1	58	58	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	58	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	58	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	57
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	8	51	59	51
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	59	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	8	51	59	51
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	6	53	59	53
Thu Apr 28 20:23:22 2022	1651177402	1	59	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	59	59	58
Thu Apr 28 20:23:22 2022	1651177402	8	51	59	51
Thu Apr 28 20:23:22 2022	1651177402	1	58	59	58
Thu Apr 28 20:23:22 2022	1651177402	1	59	59	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	59	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	59	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	8	52	60	52
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	58
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	8	52	60	52
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	8	52	60	52
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	8	52	60	52
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	59
Thu Apr 28 20:23:22 2022	1651177402	6	54	60	54
Thu Apr 28 20:23:22 2022	1651177402	1	59	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	59
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	60	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	8	53	61	53
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
Thu Apr 28 20:23:22 2022	1651177402	1	60	61	60
