starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 28 19:00:12 2022	1651172412	0	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	37	37
Thu Apr 28 19:00:13 2022	1651172413	0	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	37	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	2	36	38	36
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:13 2022	1651172413	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:13 2022	1651172413	0	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:12 2022	1651172412	7	31	38	31
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
Thu Apr 28 19:00:12 2022	1651172412	1	37	38	37
