starttime	seconds	ctime	dtime	ttime	wait
Thu Apr 28 19:15:03 2022	1651173303	1	6	7	1
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	8	13	8
Thu Apr 28 19:15:03 2022	1651173303	5	9	14	9
Thu Apr 28 19:15:03 2022	1651173303	5	9	14	9
Thu Apr 28 19:15:03 2022	1651173303	5	9	15	9
Thu Apr 28 19:15:03 2022	1651173303	5	10	15	10
Thu Apr 28 19:15:03 2022	1651173303	5	10	15	10
Thu Apr 28 19:15:03 2022	1651173303	5	10	15	10
Thu Apr 28 19:15:03 2022	1651173303	5	10	16	10
Thu Apr 28 19:15:03 2022	1651173303	5	11	16	11
Thu Apr 28 19:15:03 2022	1651173303	5	11	16	11
Thu Apr 28 19:15:03 2022	1651173303	5	11	16	11
Thu Apr 28 19:15:03 2022	1651173303	5	11	17	11
Thu Apr 28 19:15:03 2022	1651173303	5	12	17	12
Thu Apr 28 19:15:03 2022	1651173303	5	12	17	12
Thu Apr 28 19:15:03 2022	1651173303	5	12	17	12
Thu Apr 28 19:15:03 2022	1651173303	5	12	18	12
Thu Apr 28 19:15:03 2022	1651173303	5	13	18	13
Thu Apr 28 19:15:03 2022	1651173303	5	13	18	13
Thu Apr 28 19:15:03 2022	1651173303	5	13	18	13
Thu Apr 28 19:15:03 2022	1651173303	5	13	18	13
Thu Apr 28 19:15:03 2022	1651173303	5	14	19	14
Thu Apr 28 19:15:03 2022	1651173303	5	14	19	14
Thu Apr 28 19:15:03 2022	1651173303	5	14	19	14
Thu Apr 28 19:15:03 2022	1651173303	5	14	19	14
Thu Apr 28 19:15:03 2022	1651173303	5	15	20	15
Thu Apr 28 19:15:03 2022	1651173303	5	15	20	15
Thu Apr 28 19:15:03 2022	1651173303	5	15	20	15
Thu Apr 28 19:15:03 2022	1651173303	5	15	20	15
Thu Apr 28 19:15:03 2022	1651173303	5	16	21	16
Thu Apr 28 19:15:03 2022	1651173303	5	16	21	16
Thu Apr 28 19:15:03 2022	1651173303	5	16	21	16
Thu Apr 28 19:15:03 2022	1651173303	5	16	21	16
Thu Apr 28 19:15:03 2022	1651173303	1	21	22	21
Thu Apr 28 19:15:03 2022	1651173303	1	21	22	21
Thu Apr 28 19:15:03 2022	1651173303	5	17	22	17
Thu Apr 28 19:15:03 2022	1651173303	5	17	22	17
Thu Apr 28 19:15:03 2022	1651173303	1	21	22	21
Thu Apr 28 19:15:03 2022	1651173303	1	21	22	21
Thu Apr 28 19:15:03 2022	1651173303	1	21	22	21
Thu Apr 28 19:15:03 2022	1651173303	1	21	22	21
Thu Apr 28 19:15:03 2022	1651173303	1	21	22	21
Thu Apr 28 19:15:03 2022	1651173303	5	17	22	17
Thu Apr 28 19:15:03 2022	1651173303	1	21	22	21
Thu Apr 28 19:15:03 2022	1651173303	1	22	22	21
Thu Apr 28 19:15:03 2022	1651173303	5	17	22	17
Thu Apr 28 19:15:03 2022	1651173303	1	22	22	21
Thu Apr 28 19:15:03 2022	1651173303	1	22	22	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	22	21
Thu Apr 28 19:15:03 2022	1651173303	1	22	22	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	22	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	22	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	22	22
Thu Apr 28 19:15:03 2022	1651173303	5	18	23	18
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	5	18	23	18
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	21
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	5	18	23	18
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	5	18	23	18
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	1	23	23	23
Thu Apr 28 19:15:03 2022	1651173303	2	22	23	22
Thu Apr 28 19:15:03 2022	1651173303	5	19	23	19
Thu Apr 28 19:15:03 2022	1651173303	2	22	24	22
